"CubeId";"bopcapbalq"
"PublishingDate";"2020-12-18 09:00"

"Date";"D0";"D1";"Value"
"2002-Q2";"NA";"T1";"1011.425"
"2002-Q2";"NA";"B0";"1980.45"
"2002-Q2";"NA";"RE";"-2035.075"
"2002-Q2";"NA";"K0";"1066.05"
"2002-Q2";"NA";"T2";"13026.49422342"
"2002-Q2";"NA";"T25";"5171.39218156"
"2002-Q2";"NA";"KFR";"2783.15224003"
"2002-Q2";"NA";"LFR";"2388.23994153"
"2002-Q2";"NA";"T3";"7855.10204185"
"2002-Q2";"NA";"A";"6196.04553743"
"2002-Q2";"NA";"K1";"1659.05650442"
"2002-Q2";"NA";"T4";"18883.35421606"
"2002-Q2";"NA";"T5";"28266.81604173"
"2002-Q2";"NA";"N0";"4384.8430944"
"2002-Q2";"NA";"T55";"22182.67294733"
"2002-Q2";"NA";"FGB";"25019.04432587"
"2002-Q2";"NA";"OH0";
"2002-Q2";"NA";"US0";"1699.3"
"2002-Q2";"NA";"T6";"-9383.46182567"
"2002-Q2";"NA";"N1";"2.46909004"
"2002-Q2";"NA";"T65";"-9805.63091571"
"2002-Q2";"NA";"FGK";"-9805.63091571"
"2002-Q2";"NA";"OH1";"-10"
"2002-Q2";"NA";"US1";"429.7"
"2002-Q2";"NA";"UNA";"0"
"2002-Q2";"NA";"T7";"-207.81411954"
"2002-Q2";"NA";"G";
"2002-Q2";"NA";"RIWF";"334"
"2002-Q2";"NA";"S1";"-76"
"2002-Q2";"NA";"T8";"-465.81411954"
"2002-Q2";"NA";"W0";"-439.11800247"
"2002-Q2";"NA";"BE";"-26.69611707"
"2002-Q2";"NA";"U";"0"
"2002-Q2";"NP";"T0";"4536.85762329"
"2002-Q2";"NP";"T1";"5410"
"2002-Q2";"NP";"B0";"870.225"
"2002-Q2";"NP";"RE";"1398.3"
"2002-Q2";"NP";"K0";"3141.475"
"2002-Q2";"NP";"T2";"3960.30530804"
"2002-Q2";"NP";"T25";"615.44822782"
"2002-Q2";"NP";"KFR";"491.67478851"
"2002-Q2";"NP";"LFR";"123.7734393"
"2002-Q2";"NP";"T3";"3344.85708022"
"2002-Q2";"NP";"A";"3320.42500011"
"2002-Q2";"NP";"K1";"24.43208012"
"2002-Q2";"NP";"T4";"-4833.44768475"
"2002-Q2";"NP";"T5";"-1081.34768475"
"2002-Q2";"NP";"N0";"-1243.84562536"
"2002-Q2";"NP";"T55";"162.49794061"
"2002-Q2";"NP";"VGB";"1802.343819"
"2002-Q2";"NP";"VGK";"-2202.5680234"
"2002-Q2";"NP";"OH0";
"2002-Q2";"NP";"US0";
"2002-Q2";"NP";"T6";"-4152.1"
"2002-Q2";"NP";"N1";
"2002-Q2";"NP";"OH1";"22"
"2002-Q2";"NP";"US1";"-4174.1"
"2002-Q2";"NP";"UNP";"400"
"2002-Q2";"S";"KD";"28176.60169664"
"2002-Q2";"S";"D0";"-4398.575"
"2002-Q2";"S";"P";"9066.18891537"
"2002-Q2";"S";"D2";
"2002-Q2";"S";"UI";"23716.80190081"
"2002-Q2";"S";"W1";"-207.81411954"
"2002-Q3";"NA";"T0";"-18950.37027611"
"2002-Q3";"NA";"T1";"3495.425"
"2002-Q3";"NA";"B0";"5485.35"
"2002-Q3";"NA";"RE";"-2035.075"
"2002-Q3";"NA";"K0";"45.15"
"2002-Q3";"NA";"T2";"858.17332549"
"2002-Q3";"NA";"T25";"3229.39194626"
"2002-Q3";"NA";"KFR";"1833.26828355"
"2002-Q3";"NA";"LFR";"1396.12366271"
"2002-Q3";"NA";"T3";"-2371.21862077"
"2002-Q3";"NA";"A";"-2411.96278382"
"2002-Q3";"NA";"K1";"40.74416306"
"2002-Q3";"NA";"T4";"-24879.11178982"
"2002-Q3";"NA";"T5";"-19026.260216"
"2002-Q3";"NA";"N0";"569.90262824"
"2002-Q3";"NA";"T55";"-19809.36284424"
"2002-Q3";"NA";"FGB";"-17684.48029896"
"2002-Q3";"NA";"OH0";
"2002-Q3";"NA";"US0";"213.2"
"2002-Q3";"NA";"T6";"-5852.85157382"
"2002-Q3";"NA";"N1";"-1.57781474"
"2002-Q3";"NA";"T65";"-1065.97375908"
"2002-Q3";"NA";"FGK";"-1065.97375908"
"2002-Q3";"NA";"OH1";"-1.2"
"2002-Q3";"NA";"US1";"-4784.1"
"2002-Q3";"NA";"UNA";"0"
"2002-Q3";"NA";"T7";"1575.14318822"
"2002-Q3";"NA";"G";
"2002-Q3";"NA";"RIWF";"-94"
"2002-Q3";"NA";"S1";"301"
"2002-Q3";"NA";"T8";"1368.14318822"
"2002-Q3";"NA";"W0";"3089.91019851"
"2002-Q3";"NA";"BE";"-1721.76701029"
"2002-Q3";"NA";"U";"0"
"2002-Q3";"NP";"T0";"-23009.87604571"
"2002-Q3";"NP";"T1";"967.7"
"2002-Q3";"NP";"B0";"909.425"
"2002-Q3";"NP";"RE";"1435.2"
"2002-Q3";"NP";"K0";"-1376.925"
"2002-Q3";"NP";"T2";"5630.29874006"
"2002-Q3";"NP";"T25";"926.12632804"
"2002-Q3";"NP";"KFR";"873.5550597"
"2002-Q3";"NP";"LFR";"52.57126833"
"2002-Q3";"NP";"T3";"4704.17241203"
"2002-Q3";"NP";"A";"4481.85626413"
"2002-Q3";"NP";"K1";"222.3161479"
"2002-Q3";"NP";"T4";"-29607.87478577"
"2002-Q3";"NP";"T5";"-29084.77478577"
"2002-Q3";"NP";"N0";"-175.57965792"
"2002-Q3";"NP";"T55";"-28909.19512785"
"2002-Q3";"NP";"VGB";"-30497.51059759"
"2002-Q3";"NP";"VGK";"1594.90458871"
"2002-Q3";"NP";"OH0";
"2002-Q3";"NP";"US0";
"2002-Q3";"NP";"T6";"-923.1"
"2002-Q3";"NP";"N1";
"2002-Q3";"NP";"OH1";"-15.2"
"2002-Q3";"NP";"US1";"-907.9"
"2002-Q3";"NP";"UNP";"400"
"2002-Q3";"S";"KD";"4059.5057696"
"2002-Q3";"S";"D0";"2527.725"
"2002-Q3";"S";"P";"-4772.12541457"
"2002-Q3";"S";"D2";
"2002-Q3";"S";"UI";"4728.76299596"
"2002-Q3";"S";"W1";"1575.14318822"
"2002-Q4";"NA";"T0";"73675.84145503"
"2002-Q4";"NA";"T1";"9261.925"
"2002-Q4";"NA";"B0";"12928.25"
"2002-Q4";"NA";"RE";"-2035.075"
"2002-Q4";"NA";"K0";"-1631.25"
"2002-Q4";"NA";"T2";"13017.14134272"
"2002-Q4";"NA";"T25";"11675.8681401"
"2002-Q4";"NA";"KFR";"4129.66349427"
"2002-Q4";"NA";"LFR";"7546.20464583"
"2002-Q4";"NA";"T3";"1341.27320263"
"2002-Q4";"NA";"A";"426.58395752"
"2002-Q4";"NA";"K1";"914.6892451"
"2002-Q4";"NA";"T4";"50279.35881687"
"2002-Q4";"NA";"T5";"51111.48877738"
"2002-Q4";"NA";"N0";"-2964.58633306"
"2002-Q4";"NA";"T55";"42217.37511044"
"2002-Q4";"NA";"FGB";"49183.33528862"
"2002-Q4";"NA";"OH0";
"2002-Q4";"NA";"US0";"11858.7"
"2002-Q4";"NA";"T6";"-839.82996051"
"2002-Q4";"NA";"N1";"7.34667099"
"2002-Q4";"NA";"T65";"-2070.6766315"
"2002-Q4";"NA";"FGK";"-2070.6766315"
"2002-Q4";"NA";"OH1";"-10.2"
"2002-Q4";"NA";"US1";"1233.7"
"2002-Q4";"NA";"UNA";"7.7"
"2002-Q4";"NA";"T7";"1117.41629544"
"2002-Q4";"NA";"G";
"2002-Q4";"NA";"RIWF";"137"
"2002-Q4";"NA";"S1";"-356"
"2002-Q4";"NA";"T8";"1336.41629544"
"2002-Q4";"NA";"W0";"1746.48956165"
"2002-Q4";"NA";"BE";"-410.07326621"
"2002-Q4";"NA";"U";"0"
"2002-Q4";"NP";"T0";"54622.14387453"
"2002-Q4";"NP";"T1";"3302.8"
"2002-Q4";"NP";"B0";"1529.825"
"2002-Q4";"NP";"RE";"-838.9"
"2002-Q4";"NP";"K0";"2611.875"
"2002-Q4";"NP";"T2";"1546.49683102"
"2002-Q4";"NP";"T25";"1799.12482225"
"2002-Q4";"NP";"KFR";"1214.10658291"
"2002-Q4";"NP";"LFR";"585.01823934"
"2002-Q4";"NP";"T3";"-252.62799123"
"2002-Q4";"NP";"A";"-351.20833333"
"2002-Q4";"NP";"K1";"98.5803421"
"2002-Q4";"NP";"T4";"49772.84704352"
"2002-Q4";"NP";"T5";"39084.84704352"
"2002-Q4";"NP";"N0";"185.21257477"
"2002-Q4";"NP";"T55";"38899.63446875"
"2002-Q4";"NP";"VGB";"31465.52767156"
"2002-Q4";"NP";"VGK";"7431.26173696"
"2002-Q4";"NP";"OH0";
"2002-Q4";"NP";"US0";
"2002-Q4";"NP";"T6";"7288"
"2002-Q4";"NP";"N1";
"2002-Q4";"NP";"OH1";"289.5"
"2002-Q4";"NP";"US1";"6998.5"
"2002-Q4";"NP";"UNP";"3400"
"2002-Q4";"S";"KD";"19053.6975805"
"2002-Q4";"S";"D0";"5959.125"
"2002-Q4";"S";"P";"11470.64451171"
"2002-Q4";"S";"D2";
"2002-Q4";"S";"UI";"506.51177335"
"2002-Q4";"S";"W1";"1117.41629544"
"2003-Q1";"NA";"T0";"22064.51394621"
"2003-Q1";"NA";"T1";"9043.025"
"2003-Q1";"NA";"B0";"4695.275"
"2003-Q1";"NA";"RE";"4030.15"
"2003-Q1";"NA";"K0";"317.6"
"2003-Q1";"NA";"T2";"16219.169482"
"2003-Q1";"NA";"T25";"10480.26756927"
"2003-Q1";"NA";"KFR";"4138.1328989"
"2003-Q1";"NA";"LFR";"6342.13467037"
"2003-Q1";"NA";"T3";"5738.90191273"
"2003-Q1";"NA";"A";"4806.6405575"
"2003-Q1";"NA";"K1";"932.26135523"
"2003-Q1";"NA";"T4";"-3236.11899528"
"2003-Q1";"NA";"T5";"-5719.53519907"
"2003-Q1";"NA";"N0";"2898.78868195"
"2003-Q1";"NA";"T55";"-6167.22388102"
"2003-Q1";"NA";"FGB";"-3976.65895737"
"2003-Q1";"NA";"OH0";
"2003-Q1";"NA";"US0";"-2451.1"
"2003-Q1";"NA";"T6";"2483.41620379"
"2003-Q1";"NA";"N1";"-9.10910292"
"2003-Q1";"NA";"T65";"-102.4746933"
"2003-Q1";"NA";"FGK";"-102.4746933"
"2003-Q1";"NA";"OH1";"1.7"
"2003-Q1";"NA";"US1";"2593.3"
"2003-Q1";"NA";"UNA";"0"
"2003-Q1";"NA";"T7";"38.4384595"
"2003-Q1";"NA";"G";
"2003-Q1";"NA";"RIWF";"-38"
"2003-Q1";"NA";"S1";"-64"
"2003-Q1";"NA";"T8";"140.4384595"
"2003-Q1";"NA";"W0";"-1055.74821737"
"2003-Q1";"NA";"BE";"1196.18667687"
"2003-Q1";"NA";"U";"0"
"2003-Q1";"NP";"T0";"-2076.82408529"
"2003-Q1";"NP";"T1";"2490.875"
"2003-Q1";"NP";"B0";"866.225"
"2003-Q1";"NP";"RE";"-543.725"
"2003-Q1";"NP";"K0";"2168.375"
"2003-Q1";"NP";"T2";"-5821.2258787"
"2003-Q1";"NP";"T25";"-450.66458062"
"2003-Q1";"NP";"KFR";"196.17587762"
"2003-Q1";"NP";"LFR";"-646.84045824"
"2003-Q1";"NP";"T3";"-5370.56129809"
"2003-Q1";"NP";"A";"-6055.77046544"
"2003-Q1";"NP";"K1";"685.20916735"
"2003-Q1";"NP";"T4";"1253.52679341"
"2003-Q1";"NP";"T5";"-6814.57320659"
"2003-Q1";"NP";"N0";"10.19146505"
"2003-Q1";"NP";"T55";"-6824.76467164"
"2003-Q1";"NP";"VGB";"-14731.01205767"
"2003-Q1";"NP";"VGK";"7834.73066509"
"2003-Q1";"NP";"OH0";
"2003-Q1";"NP";"US0";
"2003-Q1";"NP";"T6";"8068.1"
"2003-Q1";"NP";"N1";
"2003-Q1";"NP";"OH1";"-16.9"
"2003-Q1";"NP";"US1";"8085"
"2003-Q1";"NP";"UNP";"0"
"2003-Q1";"S";"KD";"24141.3380315"
"2003-Q1";"S";"D0";"6552.15"
"2003-Q1";"S";"P";"22040.3953607"
"2003-Q1";"S";"D2";
"2003-Q1";"S";"UI";"-4489.6457887"
"2003-Q1";"S";"W1";"38.4384595"
"2003-Q2";"NA";"T0";"33804.64829879"
"2003-Q2";"NA";"T1";"5354.425"
"2003-Q2";"NA";"B0";"-707.625"
"2003-Q2";"NA";"RE";"4030.15"
"2003-Q2";"NA";"K0";"2031.9"
"2003-Q2";"NA";"T2";"11769.15221834"
"2003-Q2";"NA";"T25";"11628.46068498"
"2003-Q2";"NA";"KFR";"2238.79362507"
"2003-Q2";"NA";"LFR";"9389.66705991"
"2003-Q2";"NA";"T3";"140.69153336"
"2003-Q2";"NA";"A";"-1247.1498651"
"2003-Q2";"NA";"K1";"1387.84139846"
"2003-Q2";"NA";"T4";"16083.24582166"
"2003-Q2";"NA";"T5";"12029.68481667"
"2003-Q2";"NA";"N0";"2236.06915222"
"2003-Q2";"NA";"T55";"11667.61566445"
"2003-Q2";"NA";"FGB";"15271.12336085"
"2003-Q2";"NA";"OH0";
"2003-Q2";"NA";"US0";"-1874"
"2003-Q2";"NA";"T6";"4053.56100499"
"2003-Q2";"NA";"N1";"17.29364925"
"2003-Q2";"NA";"T65";"1779.26735574"
"2003-Q2";"NA";"FGK";"1779.26735574"
"2003-Q2";"NA";"OH1";"-1"
"2003-Q2";"NA";"US1";"2258"
"2003-Q2";"NA";"UNA";"0"
"2003-Q2";"NA";"T7";"597.82525878"
"2003-Q2";"NA";"G";
"2003-Q2";"NA";"RIWF";"293"
"2003-Q2";"NA";"S1";"139.78081679"
"2003-Q2";"NA";"T8";"165.04444199"
"2003-Q2";"NA";"W0";"-2551.32359727"
"2003-Q2";"NA";"BE";"2716.36803926"
"2003-Q2";"NA";"U";"0"
"2003-Q2";"NP";"T0";"20431.7096688"
"2003-Q2";"NP";"T1";"3718.675"
"2003-Q2";"NP";"B0";"522.925"
"2003-Q2";"NP";"RE";"790.475"
"2003-Q2";"NP";"K0";"2405.275"
"2003-Q2";"NP";"T2";"3556.09806257"
"2003-Q2";"NP";"T25";"1018.50503179"
"2003-Q2";"NP";"KFR";"383.51641861"
"2003-Q2";"NP";"LFR";"634.98861318"
"2003-Q2";"NP";"T3";"2537.59303078"
"2003-Q2";"NP";"A";"1725.97655834"
"2003-Q2";"NP";"K1";"811.61647244"
"2003-Q2";"NP";"T4";"13156.93660623"
"2003-Q2";"NP";"T5";"14973.03660623"
"2003-Q2";"NP";"N0";"242.99909332"
"2003-Q2";"NP";"T55";"14730.03751291"
"2003-Q2";"NP";"VGB";"8595.26794053"
"2003-Q2";"NP";"VGK";"6634.37976286"
"2003-Q2";"NP";"OH0";
"2003-Q2";"NP";"US0";
"2003-Q2";"NP";"T6";"-1816.1"
"2003-Q2";"NP";"N1";
"2003-Q2";"NP";"OH1";"-268.4"
"2003-Q2";"NP";"US1";"-1547.7"
"2003-Q2";"NP";"UNP";"0"
"2003-Q2";"S";"KD";"13372.93862999"
"2003-Q2";"S";"D0";"1635.75"
"2003-Q2";"S";"P";"8213.05415578"
"2003-Q2";"S";"D2";
"2003-Q2";"S";"UI";"2926.30921543"
"2003-Q2";"S";"W1";"597.82525878"
"2003-Q3";"NA";"T0";"-3695.63421052"
"2003-Q3";"NA";"T1";"3194.825"
"2003-Q3";"NA";"B0";"-2660.125"
"2003-Q3";"NA";"RE";"4030.15"
"2003-Q3";"NA";"K0";"1824.8"
"2003-Q3";"NA";"T2";"13619.28101257"
"2003-Q3";"NA";"T25";"16990.78681889"
"2003-Q3";"NA";"KFR";"1914.21361663"
"2003-Q3";"NA";"LFR";"15076.57320226"
"2003-Q3";"NA";"T3";"-3371.50580632"
"2003-Q3";"NA";"A";"-7205.79134303"
"2003-Q3";"NA";"K1";"3834.28553671"
"2003-Q3";"NA";"T4";"-21127.63096456"
"2003-Q3";"NA";"T5";"-29888.99133714"
"2003-Q3";"NA";"N0";"2177.05175194"
"2003-Q3";"NA";"T55";"-34311.94308909"
"2003-Q3";"NA";"FGB";"-32314.12378946"
"2003-Q3";"NA";"OH0";
"2003-Q3";"NA";"US0";"2245.9"
"2003-Q3";"NA";"T6";"8761.36037259"
"2003-Q3";"NA";"N1";"19.57732131"
"2003-Q3";"NA";"T65";"9413.18305128"
"2003-Q3";"NA";"FGK";"9413.18305128"
"2003-Q3";"NA";"OH1";"-1.1"
"2003-Q3";"NA";"US1";"-670.3"
"2003-Q3";"NA";"UNA";"0"
"2003-Q3";"NA";"T7";"617.89074146"
"2003-Q3";"NA";"G";
"2003-Q3";"NA";"RIWF";"-174"
"2003-Q3";"NA";"S1";"-87.11702732"
"2003-Q3";"NA";"T8";"879.00776879"
"2003-Q3";"NA";"W0";"3531.27482646"
"2003-Q3";"NA";"BE";"-2652.26705767"
"2003-Q3";"NA";"U";"0"
"2003-Q3";"NP";"T0";"-6953.11931942"
"2003-Q3";"NP";"T1";"12982.175"
"2003-Q3";"NP";"B0";"2758.725"
"2003-Q3";"NP";"RE";"2112.475"
"2003-Q3";"NP";"K0";"8110.975"
"2003-Q3";"NP";"T2";"-3674.65306939"
"2003-Q3";"NP";"T25";"1163.40700858"
"2003-Q3";"NP";"KFR";"448.18874017"
"2003-Q3";"NP";"LFR";"715.21826842"
"2003-Q3";"NP";"T3";"-4838.06007798"
"2003-Q3";"NP";"A";"-2419.81957118"
"2003-Q3";"NP";"K1";"-2418.24050679"
"2003-Q3";"NP";"T4";"-16260.64125003"
"2003-Q3";"NP";"T5";"-16446.14125003"
"2003-Q3";"NP";"N0";"-75.05042228"
"2003-Q3";"NP";"T55";"-16371.09082775"
"2003-Q3";"NP";"VGB";"-23088.10225474"
"2003-Q3";"NP";"VGK";"6918.85875427"
"2003-Q3";"NP";"OH0";
"2003-Q3";"NP";"US0";
"2003-Q3";"NP";"T6";"185.5"
"2003-Q3";"NP";"N1";
"2003-Q3";"NP";"OH1";"-6.8"
"2003-Q3";"NP";"US1";"192.3"
"2003-Q3";"NP";"UNP";"0"
"2003-Q3";"S";"KD";"3257.4851089"
"2003-Q3";"S";"D0";"-9787.35"
"2003-Q3";"S";"P";"17293.93408197"
"2003-Q3";"S";"D2";
"2003-Q3";"S";"UI";"-4866.98971453"
"2003-Q3";"S";"W1";"617.89074146"
"2003-Q4";"NA";"T0";"28901.10213066"
"2003-Q4";"NA";"T1";"6512.025"
"2003-Q4";"NA";"B0";"4252.975"
"2003-Q4";"NA";"RE";"4030.15"
"2003-Q4";"NA";"K0";"-1771.1"
"2003-Q4";"NA";"T2";"8297.57699324"
"2003-Q4";"NA";"T25";"10376.96153649"
"2003-Q4";"NA";"KFR";"1525.5515167"
"2003-Q4";"NA";"LFR";"8851.41001979"
"2003-Q4";"NA";"T3";"-2079.38454325"
"2003-Q4";"NA";"A";"647.14908146"
"2003-Q4";"NA";"K1";"-2726.53362472"
"2003-Q4";"NA";"T4";"13045.04592659"
"2003-Q4";"NA";"T5";"12569.30421724"
"2003-Q4";"NA";"N0";"-7314.99490334"
"2003-Q4";"NA";"T55";"20992.89912057"
"2003-Q4";"NA";"FGB";"25270.47907146"
"2003-Q4";"NA";"OH0";
"2003-Q4";"NA";"US0";"-1108.6"
"2003-Q4";"NA";"T6";"469.74170935"
"2003-Q4";"NA";"N1";"-11.71047546"
"2003-Q4";"NA";"T65";"-1362.64781519"
"2003-Q4";"NA";"FGK";"-1362.64781519"
"2003-Q4";"NA";"OH1";"-11.3"
"2003-Q4";"NA";"US1";"1855.4"
"2003-Q4";"NA";"UNA";"6"
"2003-Q4";"NA";"T7";"1046.45421083"
"2003-Q4";"NA";"G";
"2003-Q4";"NA";"RIWF";"-135"
"2003-Q4";"NA";"S1";"-59.03311163"
"2003-Q4";"NA";"T8";"1240.48732246"
"2003-Q4";"NA";"W0";"2650.53304009"
"2003-Q4";"NA";"BE";"-1410.04571763"
"2003-Q4";"NA";"U";"0"
"2003-Q4";"NP";"T0";"28192.53424602"
"2003-Q4";"NP";"T1";"7422.175"
"2003-Q4";"NP";"B0";"8595.125"
"2003-Q4";"NP";"RE";"1435.975"
"2003-Q4";"NP";"K0";"-2608.925"
"2003-Q4";"NP";"T2";"3412.92495555"
"2003-Q4";"NP";"T25";"1944.86399877"
"2003-Q4";"NP";"KFR";"468.02497882"
"2003-Q4";"NP";"LFR";"1476.83901995"
"2003-Q4";"NP";"T3";"1468.06095678"
"2003-Q4";"NP";"A";"1114.26637016"
"2003-Q4";"NP";"K1";"353.79458662"
"2003-Q4";"NP";"T4";"17357.43429046"
"2003-Q4";"NP";"T5";"15154.53429046"
"2003-Q4";"NP";"N0";"-220.68985864"
"2003-Q4";"NP";"T55";"15375.22414911"
"2003-Q4";"NP";"VGB";"16316.4586814"
"2003-Q4";"NP";"VGK";"-1285.00465162"
"2003-Q4";"NP";"OH0";
"2003-Q4";"NP";"US0";
"2003-Q4";"NP";"T6";"2202.9"
"2003-Q4";"NP";"N1";
"2003-Q4";"NP";"OH1";"12.7"
"2003-Q4";"NP";"US1";"2190.2"
"2003-Q4";"NP";"UNP";"0"
"2003-Q4";"S";"KD";"708.56788465"
"2003-Q4";"S";"D0";"-910.15"
"2003-Q4";"S";"P";"4884.65203769"
"2003-Q4";"S";"D2";
"2003-Q4";"S";"UI";"-4312.38836388"
"2003-Q4";"S";"W1";"1046.45421083"
"2004-Q1";"NA";"T0";"90247.32805659"
"2004-Q1";"NA";"T1";"12468.425"
"2004-Q1";"NA";"B0";"203.3"
"2004-Q1";"NA";"RE";"5291.925"
"2004-Q1";"NA";"K0";"6973.2"
"2004-Q1";"NA";"T2";"17780.668749"
"2004-Q1";"NA";"T25";"13785.45221062"
"2004-Q1";"NA";"KFR";"-3848.72848743"
"2004-Q1";"NA";"LFR";"17634.18069805"
"2004-Q1";"NA";"T3";"3995.21653838"
"2004-Q1";"NA";"A";"-1039.69484572"
"2004-Q1";"NA";"K1";"5034.9113841"
"2004-Q1";"NA";"T4";"58144.46411112"
"2004-Q1";"NA";"T5";"52345.37637337"
"2004-Q1";"NA";"N0";"-800.13863361"
"2004-Q1";"NA";"T55";"47006.51500698"
"2004-Q1";"NA";"FGB";"46587.79993162"
"2004-Q1";"NA";"OH0";
"2004-Q1";"NA";"US0";"6139"
"2004-Q1";"NA";"T6";"5799.18773775"
"2004-Q1";"NA";"N1";"-2.44152797"
"2004-Q1";"NA";"T65";"7431.02926572"
"2004-Q1";"NA";"FGK";"7431.02926572"
"2004-Q1";"NA";"OH1";"-1.9"
"2004-Q1";"NA";"US1";"-1627.5"
"2004-Q1";"NA";"UNA";"-0.1"
"2004-Q1";"NA";"T7";"1853.77019647"
"2004-Q1";"NA";"G";
"2004-Q1";"NA";"RIWF";"-132.61507214"
"2004-Q1";"NA";"S1";"23.53497094"
"2004-Q1";"NA";"T8";"1962.85029767"
"2004-Q1";"NA";"W0";"-564.95718917"
"2004-Q1";"NA";"BE";"2527.80748684"
"2004-Q1";"NA";"U";"0"
"2004-Q1";"NP";"T0";"79465.25080383"
"2004-Q1";"NP";"T1";"3069.025"
"2004-Q1";"NP";"B0";"1071.725"
"2004-Q1";"NP";"RE";"888"
"2004-Q1";"NP";"K0";"1109.3"
"2004-Q1";"NP";"T2";"-76.61605052"
"2004-Q1";"NP";"T25";"888.64526632"
"2004-Q1";"NP";"KFR";"542.43340592"
"2004-Q1";"NP";"LFR";"346.21186039"
"2004-Q1";"NP";"T3";"-965.26131684"
"2004-Q1";"NP";"A";"-2586.81068024"
"2004-Q1";"NP";"K1";"1621.5493634"
"2004-Q1";"NP";"T4";"76472.84185435"
"2004-Q1";"NP";"T5";"72643.24185435"
"2004-Q1";"NP";"N0";"1749.56461068"
"2004-Q1";"NP";"T55";"70893.67724367"
"2004-Q1";"NP";"VGB";"63116.44759221"
"2004-Q1";"NP";"VGK";"8088.0124641"
"2004-Q1";"NP";"OH0";
"2004-Q1";"NP";"US0";
"2004-Q1";"NP";"T6";"3829.6"
"2004-Q1";"NP";"N1";
"2004-Q1";"NP";"OH1";"71.5"
"2004-Q1";"NP";"US1";"3758.1"
"2004-Q1";"NP";"UNP";"0"
"2004-Q1";"S";"KD";"10782.07725276"
"2004-Q1";"S";"D0";"9399.4"
"2004-Q1";"S";"P";"17857.28479953"
"2004-Q1";"S";"D2";
"2004-Q1";"S";"UI";"-18328.37774324"
"2004-Q1";"S";"W1";"1853.77019647"
"2004-Q2";"NA";"T0";"21451.75751134"
"2004-Q2";"NA";"T1";"10221.725"
"2004-Q2";"NA";"B0";"5055.8"
"2004-Q2";"NA";"RE";"5291.925"
"2004-Q2";"NA";"K0";"-126"
"2004-Q2";"NA";"T2";"16842.53469562"
"2004-Q2";"NA";"T25";"9313.85361821"
"2004-Q2";"NA";"KFR";"1906.62566996"
"2004-Q2";"NA";"LFR";"7407.22794825"
"2004-Q2";"NA";"T3";"7528.68107741"
"2004-Q2";"NA";"A";"4638.81086812"
"2004-Q2";"NA";"K1";"2889.87020928"
"2004-Q2";"NA";"T4";"-4081.98435718"
"2004-Q2";"NA";"T5";"-7931.31456206"
"2004-Q2";"NA";"N0";"-545.91101561"
"2004-Q2";"NA";"T55";"-9911.60354645"
"2004-Q2";"NA";"FGB";"-10380.74613914"
"2004-Q2";"NA";"OH0";
"2004-Q2";"NA";"US0";"2526.2"
"2004-Q2";"NA";"T6";"3849.23020488"
"2004-Q2";"NA";"N1";"-4.15593768"
"2004-Q2";"NA";"T65";"5310.38614257"
"2004-Q2";"NA";"FGK";"5310.38614257"
"2004-Q2";"NA";"OH1";"-1.2"
"2004-Q2";"NA";"US1";"-1455.8"
"2004-Q2";"NA";"UNA";"0.1"
"2004-Q2";"NA";"T7";"-1530.5178271"
"2004-Q2";"NA";"G";
"2004-Q2";"NA";"RIWF";"0.52511657"
"2004-Q2";"NA";"S1";"-68.5771443"
"2004-Q2";"NA";"T8";"-1462.46579937"
"2004-Q2";"NA";"W0";"3071.9836742"
"2004-Q2";"NA";"BE";"-4534.44947357"
"2004-Q2";"NA";"U";"0"
"2004-Q2";"NP";"T0";"-4854.03309633"
"2004-Q2";"NP";"T1";"-51.375"
"2004-Q2";"NP";"B0";"-414.275"
"2004-Q2";"NP";"RE";"1855.6"
"2004-Q2";"NP";"K0";"-1492.7"
"2004-Q2";"NP";"T2";"3504.65264612"
"2004-Q2";"NP";"T25";"2696.10840799"
"2004-Q2";"NP";"KFR";"479.55564314"
"2004-Q2";"NP";"LFR";"2216.55276485"
"2004-Q2";"NP";"T3";"808.54423813"
"2004-Q2";"NP";"A";"1019.94762125"
"2004-Q2";"NP";"K1";"-211.40338312"
"2004-Q2";"NP";"T4";"-8307.31074246"
"2004-Q2";"NP";"T5";"-9236.81074246"
"2004-Q2";"NP";"N0";"-2125.62761108"
"2004-Q2";"NP";"T55";"-7111.18313138"
"2004-Q2";"NP";"VGB";"-8927.73869149"
"2004-Q2";"NP";"VGK";"1664.15428404"
"2004-Q2";"NP";"OH0";
"2004-Q2";"NP";"US0";
"2004-Q2";"NP";"T6";"929.5"
"2004-Q2";"NP";"N1";
"2004-Q2";"NP";"OH1";"8.4"
"2004-Q2";"NP";"US1";"921.1"
"2004-Q2";"NP";"UNP";"0"
"2004-Q2";"S";"KD";"26305.79060767"
"2004-Q2";"S";"D0";"10273.1"
"2004-Q2";"S";"P";"13337.8820495"
"2004-Q2";"S";"D2";
"2004-Q2";"S";"UI";"4225.32638528"
"2004-Q2";"S";"W1";"-1530.5178271"
"2004-Q3";"NA";"T0";"-22328.05886207"
"2004-Q3";"NA";"T1";"9296.325"
"2004-Q3";"NA";"B0";"3187.8"
"2004-Q3";"NA";"RE";"5291.925"
"2004-Q3";"NA";"K0";"816.6"
"2004-Q3";"NA";"T2";"13669.73406549"
"2004-Q3";"NA";"T25";"12460.91423157"
